"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","TypographyStyles__StyledTypography-sc-ro16eu-0","CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-28"
"Training Executive","https://glints.com/vn/opportunities/jobs/training-executive/69b2565c-b3c9-4817-8fc9-7142aae751b5?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-35 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","IT Training","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Tám","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tam","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Middle Development Operations Engineer (Middle DevOps)","https://glints.com/vn/opportunities/jobs/middle-development-operations-engineer-middle-devops/37691b44-a946-4f66-9f38-23ee8b0855d0?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 23-25 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","IT Management","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/0bada55aa42decdf2694b11ad4cab3db.jpg","CÔNG TY CP TƯ VẤN ĐẦU TƯ VÀ QUẢN LÝ TÀI SẢN FIDT","https://glints.com/vn/companies/cong-ty-cp-tu-van-dau-tu-va-quan-ly-tai-san-fidt/ba1937bc-4a05-4464-bc92-62d381b9ba7a","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Software Test Engineer (Manual)","https://glints.com/vn/opportunities/jobs/software-test-engineer-manual/4a36cb22-433e-42a9-9fe0-9fe613ba72ed?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-50 Tr","Hybrid","Việc làm fulltime","3 – 5 năm","Tối thiểu Bằng Liên Kết","+7","https://glints.com/images/default-company-logo.webp","CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM GS INDUSTRY","https://glints.com/vn/companies/cong-ty-trach-nhiem-huu-han-mot-thanh-vien-viet-nam-gs-industry/1307feb1-fca6-45b7-b8df-87e18baa524e","Quận Bốn","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bon","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Account Executive (UNO Tech)","https://glints.com/vn/opportunities/jobs/account-executive-uno-tech/1584b2af-c0cc-49d4-86ea-7bc2119d9e6a?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 12-12 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Creative Marketing","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/244b7100d363b4007cd43ddf9a60af95.png","Công ty TNHH Truyền thông UNO","https://glints.com/vn/companies/cong-ty-tnhh-truyen-thong-uno/83ba543b-9040-4def-ac74-c5bb3d0b2b70","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Ecommerce Intern","https://glints.com/vn/opportunities/jobs/ecommerce-intern/de3fc7d5-af54-4288-a0cc-038fef5a09d7?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","","Thực Tập","Tối thiểu Cử Nhân","Microsoft Office","Digital Marketing","+1","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/1ee868a1e2afc767e2dc30468ca127b5.jpg","CÔNG TY TNHH THIẾT BỊ THÔNG MINH O-TECH VIỆT NAM","https://glints.com/vn/companies/cong-ty-tnhh-thiet-bi-thong-minh-o-tech-viet-nam/b0b22d73-f1d6-40c1-b40f-cdb5cd4538e1","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"DATA ANALYST","https://glints.com/vn/opportunities/jobs/data-analyst/2bd14712-c77c-4d59-8f39-1bb3071c2a82?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 40-50 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Bằng Liên Kết","Redis","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Senior Data Analyst","https://glints.com/vn/opportunities/jobs/senior-data-analyst/2945ea1b-23bc-44a5-b066-6c415f69fe28?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Tableau","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/3d2a43eefa427d0de148c99fe2c87816.jpg","Timo","https://glints.com/vn/companies/timo/6e954f63-ff2e-4d8d-b34d-c8475e155dca","Quận Ba","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-ba","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Customer Analyst Team Leader","https://glints.com/vn/opportunities/jobs/customer-analyst-team-leader/6dd4add5-7ba1-49ef-bb6c-85e52fed3db1?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Python","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/6d465357f43b3becae9b69c09bd3e70a.jpg","Công ty Cổ phần Dịch vụ Giao Hàng Nhanh","https://glints.com/vn/companies/cong-ty-co-phan-dich-vu-giao-hang-nhanh/8ad0f456-cedb-4ec0-9db9-4bf441850899","Quận Mười","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-muoi","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Nhân Viên Kinh Doanh Phân Phối - Ngành Ict","https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-phan-phoi-nganh-ict/f07573a0-3b98-4500-9a05-243c3fd2ba2d?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 8-12 Tr","Hybrid","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/2a6ce4568e0fbdb8336a2648ebf02d11.png","Công ty TNHH MTV CNTH Viễn Sơn","https://glints.com/vn/companies/cong-ty-tnhh-mtv-cnth-vien-son/cb5b52e5-c01d-4123-b2b0-1b28910582c8","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Talent Acquisition Consultant","https://glints.com/vn/opportunities/jobs/talent-acquisition-consultant/0f48d513-1731-4b99-a2ce-6fb19d6f4e13?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Campus Recruitment","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Tám","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tam","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Staffing Specialist","https://glints.com/vn/opportunities/jobs/staffing-specialist/a8a78f56-2998-4ca5-b8d8-64993953f5d1?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Sales Recruitment","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Phú Nhuận","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-phu-nhuan","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Talent Acquisition Partner","https://glints.com/vn/opportunities/jobs/talent-acquisition-partner/43b33b57-6e9b-413f-b4ed-da6d02196c5f?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","LinkedIn Recruiter","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Talent Scout","https://glints.com/vn/opportunities/jobs/talent-scout/03cf6ca2-95e7-4cdf-8b1a-e0936de56fa0?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Recruitment","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Hiring Manager","https://glints.com/vn/opportunities/jobs/hiring-manager/8a043025-0171-4940-b237-748405c754e1?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Social Recruitment","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Tám","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tam","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Recruitment Specialist","https://glints.com/vn/opportunities/jobs/recruitment-specialist/978ff627-d6ca-4fb4-9666-12beec455af7?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Interview","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Tân Phú","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/tan-phu","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Software Engineer Intern - Front End","https://glints.com/vn/opportunities/jobs/software-engineer-intern-front-end/5f5e8697-e2e0-40dc-a5a6-6ec31a6e5c5d?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","","Thực Tập","Tối thiểu Cử Nhân","Vue.js","Frontend Development","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/e5f3c7b1ad9488d8b18f142920348bb6.jpg","Edtronaut","https://glints.com/vn/companies/edtronaut/41541ce6-616c-4eea-8978-fd7eec33712f","Quận Ba","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-ba","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Recruitment Partner","https://glints.com/vn/opportunities/jobs/recruitment-partner/7974c7e1-e462-4a1a-a7cc-c681406c1243?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Technical Job Recruitment","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Sáu","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-sau","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Data Engineer","https://glints.com/vn/opportunities/jobs/data-engineer/34d023ca-aa57-4a4f-ac1b-7099d63c07b9?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","PostgreSQL","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d75f748f305332ede0f27c35d115a460.png","AdStart Media Pte. Ltd","https://glints.com/vn/companies/adstart-media-pte-ltd/bec610d2-80c2-435e-bc71-d45c0c4a81c1","Quận Hai","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-hai","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Programming Tutor - Trợ Giảng Lập Trình","https://glints.com/vn/opportunities/jobs/programming-tutor-tro-giang-lap-trinh/4b30b0bb-c00a-454b-878b-6a81c28ffe66?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 3-7,8 Tr","Việc làm bán thời gian","Tối thiểu Cử Nhân","HTML","JavaScript","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/540fb12e012727e8f629029ef4b448e4.png","The International Coding School Algorithmics","https://glints.com/vn/companies/the-international-coding-school-algorithmics/95d734a8-cf9c-42c8-8b69-a225f684ea8d","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Senior Data Analyst","https://glints.com/vn/opportunities/jobs/senior-data-analyst/edfb2c55-0f99-479a-b8c5-89c081df587d?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","","Việc làm fulltime","5 – 10 năm","Tối thiểu Cử Nhân","A/B Testing","+11","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d75f748f305332ede0f27c35d115a460.png","AdStart Media Pte. Ltd","https://glints.com/vn/companies/adstart-media-pte-ltd/bec610d2-80c2-435e-bc71-d45c0c4a81c1","Quận Hai","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-hai","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","","Không công khai"
"Programming Teacher - Giáo Viên Lập Trình","https://glints.com/vn/opportunities/jobs/programming-teacher-giao-vien-lap-trinh/0465b919-c501-415f-bd1e-8866e15fe79b?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 3-20 Tr","Việc làm bán thời gian","Tối thiểu Cử Nhân","","","","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/540fb12e012727e8f629029ef4b448e4.png","The International Coding School Algorithmics","https://glints.com/vn/companies/the-international-coding-school-algorithmics/95d734a8-cf9c-42c8-8b69-a225f684ea8d","Quận Phú Nhuận","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-phu-nhuan","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Thiết Kế UI/UX (Middle Level)","https://glints.com/vn/opportunities/jobs/thiet-ke-ui-ux-middle-level/524577b3-c13a-4ae7-800c-b3bd0a92594e?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 15-35 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","UI Design","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/837db3fc864efc5b868699f54794c32f.jpg","Công ty Cổ phần Công nghệ SotaTek","https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-sotatek/f4918f0f-9207-4139-889b-22754cd2163e","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","",""
"QC Auto (Bangkok based)","https://glints.com/vn/opportunities/jobs/qc-auto-bangkok-based/e42cf38b-8c6a-49b1-b7b2-71fb5c7d8b23?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Automation Testing","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Hai","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-hai","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Senior Backend Developer (Non English speaker)","https://glints.com/vn/opportunities/jobs/senior-backend-developer-non-english-speaker/9527f72f-52e7-4509-9fab-0b1cb4995dca?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 20-25 Tr","Làm từ xa","Việc làm fulltime","5 – 10 năm","Tối thiểu Bằng Liên Kết","+10","https://glints.com/images/default-company-logo.webp","CÔNG TY TNHH CÔNG NGHỆ TRUNG SƠN","https://glints.com/vn/companies/cong-ty-tnhh-cong-nghe-trung-son/52d0077a-d7fd-479f-8aa4-465655faa9bb","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"HR Generalist (Tech Startup)","https://glints.com/vn/opportunities/jobs/hr-generalist-tech-startup/638fe470-d8d5-47b9-8d65-ed2d115ee1f1?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 15 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Microsoft Office","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/cfa70e056781de2a0d9e36d9296e74d7.jfif","Scifate VN","https://glints.com/vn/companies/scifate-vn/e19b0174-7a66-4317-999b-b340add04a85","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"QC Manual (Bangkok based)","https://glints.com/vn/opportunities/jobs/qc-manual-bangkok-based/ab761281-3204-46e2-a2e5-8c47ec289ba3?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 35-45 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Bằng Liên Kết","Software Testing","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/55c30081c4243b330ffaa7fd661a714f.png","CÔNG TY TNHH KỸ THUẬT XÂY DỰNG TECHCONS","https://glints.com/vn/companies/cong-ty-tnhh-ky-thuat-xay-dung-techcons/4af9c996-8a51-4238-93f5-5d64f20f8c86","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","",""
"Network Engineer","https://glints.com/vn/opportunities/jobs/network-engineer/57869254-9622-4ce2-a955-b42a168be58e?utm_referrer=explore&traceInfo=807fd72e3099827f708537396a9ab2d9","₫ 20-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Firewall","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/18612f67117955646f4cec60ba94feb4.png","FPT Telecom International","https://glints.com/vn/companies/fpt-telecom-international/20a1ceb0-3c60-4d24-8cce-c9a9091a545a","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","",""
"Trợ Lý Team Tik Tok","https://glints.com/vn/opportunities/jobs/tro-ly-team-tik-tok/fe99313c-1496-4624-91a5-fb4ed5e445de?utm_referrer=explore&traceInfo=8ce92cd371912412a3aa29344fbdda5f","₫ 7-9 Tr","Việc làm fulltime","Tối thiểu Cao Đẳng","Media Planning","Microsoft Office","+1","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/11ec15a28d412ba9159117976ac2f777.jpg","Công ty TNHH HOTAKI","https://glints.com/vn/companies/cong-ty-tnhh-hotaki/092a2e1b-a4a5-49d2-9e4e-785d4ff4ce29","Quận Bình Tân","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-binh-tan","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","Hôm qua",""
